field,career,gpa,extracurricular_activities,internships,projects,leadership_positions,field_specific_courses,research_experience,coding_skills,communication_skills,problem_solving_skills,teamwork_skills,analytical_skills,presentation_skills,networking_skills,industry_certifications
2,17,3.14,1,1,1,1,9,1,3,1,4,3,2,2,1,0
3,58,2.74,0,2,3,0,4,0,3,10,0,0,1,0,2,0
8,51,2.59,9,2,1,0,0,0,4,3,2,2,7,2,0,0
13,13,3.81,4,0,2,1,2,1,4,1,2,4,2,4,4,1
2,15,2.07,1,0,1,0,1,1,4,0,2,1,3,0,1,1
6,28,3.37,8,0,2,0,8,1,0,3,1,3,0,1,3,0
1,47,3.44,3,1,4,0,8,0,4,3,1,4,0,3,1,1
8,3,3.51,7,2,3,1,9,0,0,3,2,4,8,2,2,0
0,8,3.56,1,2,1,0,4,1,4,2,0,2,4,2,3,0
3,46,2.53,6,1,1,1,1,1,2,8,3,1,4,4,2,0
5,88,3.08,8,0,0,0,2,1,7,2,2,1,1,0,1,0
0,9,3.92,9,2,4,0,9,0,3,2,4,4,4,2,4,0
5,30,3.51,8,2,0,1,2,1,8,1,1,1,2,1,0,0
5,88,2.54,9,0,1,0,8,1,7,3,2,0,4,1,3,1
13,74,3.21,9,0,4,0,3,0,3,1,2,0,2,0,2,0
10,18,3.4,9,0,2,1,4,0,2,10,3,0,3,1,3,1
5,88,2.15,4,1,1,1,0,1,10,4,2,3,3,1,3,1
13,77,2.24,5,0,3,1,9,0,0,2,0,4,4,1,4,1
3,37,3.61,4,1,1,0,0,1,4,10,1,3,3,0,4,0
6,28,2.08,1,1,3,1,7,1,2,2,3,1,2,2,1,0
11,68,3.826112129772736,4,1,3,0,1,0,2,3,2,3,2,4,1,0
8,39,3.75,8,1,1,1,9,0,4,2,0,3,10,0,3,0
12,64,2.88,7,0,0,0,8,0,4,0,3,3,3,2,4,0
2,89,3.93,4,0,1,0,4,1,1,2,4,1,2,1,4,0
7,21,3.65,3,2,3,0,6,0,4,1,10,0,7,4,3,0
2,89,3.67,3,2,3,1,3,1,3,0,0,3,0,3,2,0
14,65,3.98,3,0,3,0,4,0,3,0,2,3,3,1,0,0
11,73,3.945740007811753,3,2,3,1,4,0,1,3,2,3,3,3,4,1
10,81,3.75,4,0,0,0,0,1,4,7,1,2,1,3,4,0
8,40,2.8,7,1,3,1,8,0,2,3,4,0,10,2,1,1
10,61,2.85,9,0,2,1,9,1,0,8,2,4,0,0,4,0
14,48,3.03,6,0,2,0,1,1,2,2,2,0,0,1,4,0
9,52,2.13,6,1,4,0,1,0,2,10,0,2,1,0,0,0
9,56,2.77,8,2,0,0,2,0,0,7,1,4,3,0,0,0
14,79,2.71,6,0,0,1,7,0,3,0,0,1,0,0,0,0
10,4,3.58,9,2,2,0,6,1,1,7,1,1,2,2,2,0
2,15,3.66,5,0,4,0,7,0,4,1,2,3,1,4,1,0
9,52,2.63,1,2,3,0,0,0,0,10,3,2,4,3,0,1
13,13,3.24,6,0,4,1,8,0,1,4,0,0,1,3,4,1
5,30,3.19,2,2,3,0,5,0,10,4,0,0,4,3,4,1
5,43,3.36,3,2,3,0,9,0,10,4,0,2,1,1,0,0
2,15,3.05,2,2,3,1,1,1,3,0,2,3,0,4,1,0
14,65,3.01,1,1,4,1,3,0,3,1,4,2,2,4,2,1
11,85,3.503832016324613,7,2,3,0,4,0,3,4,3,1,4,2,2,0
12,23,3.41,8,2,3,1,6,0,2,1,3,1,0,1,2,0
3,25,3.15,0,0,4,0,2,1,2,7,1,1,2,0,3,0
7,62,2.54,0,1,3,1,9,0,0,4,7,2,9,3,0,0
5,43,2.67,9,0,0,0,0,1,7,0,2,4,3,3,0,0
0,87,3.38,4,2,0,1,2,1,2,4,1,1,4,2,1,1
3,46,3.57,6,2,1,0,5,1,2,8,2,4,2,2,1,1
8,38,2.47,9,2,0,1,3,0,3,2,4,1,7,2,4,1
7,21,3.57,9,1,4,1,3,1,1,0,7,3,10,2,0,0
9,54,2.25,5,1,1,1,7,0,4,7,3,0,4,2,4,1
6,86,3.96,0,0,1,0,7,0,3,2,1,3,3,4,2,0
4,72,3.84,2,0,3,1,5,1,2,2,0,4,3,3,0,0
12,23,3.37,7,0,3,0,4,1,0,4,4,4,0,3,2,0
7,16,3.94,8,1,0,0,8,1,3,3,7,4,9,4,2,0
0,9,3.2,4,0,1,1,4,1,3,3,1,0,2,3,4,1
9,52,3.79,1,0,3,0,9,1,2,8,3,4,3,0,4,0
12,23,2.91,7,1,3,1,4,0,4,4,1,1,1,4,1,1
13,74,3.41,5,1,4,1,7,1,4,3,1,1,2,4,0,1
14,76,2.38,6,1,2,1,2,1,2,2,0,2,0,2,4,0
1,47,2.64,0,0,5,0,0,1,3,4,2,2,2,3,1,1
7,19,2.04,4,2,2,0,4,0,0,4,10,4,10,4,2,0
13,74,3.89,7,1,3,0,1,0,2,0,0,4,1,3,0,1
13,74,3.26,4,0,3,0,2,0,3,3,1,4,1,1,1,0
12,83,3.23,8,2,2,1,1,1,2,2,4,1,4,3,2,0
7,2,2.16,8,1,1,0,3,1,4,3,7,2,10,2,0,0
6,28,2.65,9,0,4,1,1,1,1,2,2,3,2,2,2,1
12,64,2.93,8,2,4,0,6,1,4,4,0,3,0,2,1,0
10,81,3.83,3,1,4,0,8,0,0,7,2,2,0,3,0,0
9,54,3.31,5,0,2,1,9,0,2,9,3,0,3,1,4,0
0,9,3.15,9,0,3,1,9,0,1,1,4,0,2,1,0,0
13,67,3.63,9,1,4,1,2,0,2,2,1,2,4,4,4,1
3,46,3.44,0,0,2,0,4,0,3,7,2,2,4,1,3,1
0,53,2.72,3,1,0,1,1,1,2,0,4,2,3,4,1,1
10,81,3.26,0,0,0,0,5,1,4,8,3,1,4,4,0,1
8,39,3.18,6,2,2,0,4,1,0,2,0,2,10,3,4,0
9,57,3.57,4,2,1,1,0,1,3,7,3,2,3,0,1,0
6,84,3.01,7,2,2,1,9,0,4,3,1,1,2,2,4,1
2,63,3.98,2,2,0,1,1,0,3,4,0,2,1,4,4,0
7,2,2.38,6,0,4,1,3,1,4,0,9,0,9,4,1,0
1,47,2.94,5,1,3,0,9,0,3,1,0,0,1,3,1,1
1,10,2.57,9,0,4,0,6,0,3,2,3,1,4,4,4,0
7,36,3.49,3,0,0,1,5,1,1,0,7,2,9,0,3,1
7,16,3.39,9,1,3,1,1,1,0,3,9,2,8,1,0,1
6,28,2.36,7,1,1,0,0,0,3,4,4,1,3,2,0,0
5,82,2.17,1,1,1,1,9,0,8,0,2,0,0,3,2,0
0,87,2.96,0,0,0,1,0,1,4,0,3,2,0,1,3,1
0,50,3.09,6,1,4,1,6,0,2,0,4,1,1,1,4,0
14,26,3.93,3,0,2,0,9,0,1,4,3,4,2,0,2,1
11,68,3.956643473788118,7,2,2,0,3,0,0,2,3,2,1,2,0,1
14,79,3.56,2,1,1,1,5,0,3,4,4,2,3,3,0,1
4,49,3.15,9,2,1,0,5,1,0,3,3,3,1,0,3,1
10,18,2.19,3,2,1,1,0,1,3,10,3,0,4,4,0,1
13,13,3.17,6,1,2,1,6,1,2,0,4,0,0,3,3,1
7,36,2.42,7,1,4,1,1,0,1,0,8,4,7,3,2,0
6,28,2.11,0,2,4,1,6,0,1,3,1,3,3,0,3,1
14,65,2.31,4,0,4,0,1,0,4,1,3,4,4,4,0,0
7,36,2.83,4,1,4,0,0,0,0,3,8,4,10,0,1,0
10,81,2.96,8,1,1,1,9,1,2,7,3,4,1,1,3,1
13,74,3.13,4,0,3,1,5,0,4,2,2,1,3,0,1,1
6,84,3.86,1,0,3,0,9,1,2,2,4,4,0,4,3,1
2,44,2.85,1,1,4,1,8,0,1,3,1,4,3,0,1,1
9,52,2.23,7,0,4,1,0,1,2,7,2,2,2,2,1,1
11,31,3.6996843741973455,5,2,0,0,3,1,0,0,0,3,0,3,3,0
9,55,3.02,2,2,2,1,1,1,0,7,0,3,1,1,1,1
3,37,3.26,7,1,0,1,7,1,1,7,0,4,0,3,0,0
10,32,2.19,1,1,4,0,0,1,3,9,0,0,0,3,1,0
7,21,3.79,0,0,0,0,5,0,2,0,10,4,9,1,4,1
13,74,3.89,1,1,4,0,6,1,3,0,4,1,1,4,3,0
14,65,3.97,6,0,4,1,3,1,3,0,4,4,0,3,3,0
2,14,3.37,5,1,0,0,8,1,3,4,4,0,0,4,2,0
9,55,3.36,6,2,4,0,9,0,1,8,1,0,1,1,3,0
3,46,2.86,6,2,0,0,2,1,4,8,3,1,4,4,4,0
4,49,3.72,2,1,1,1,2,0,0,1,4,3,0,2,4,1
11,68,3.5388073223657206,8,2,4,0,4,1,4,3,2,2,1,1,0,1
11,85,3.6531567493891055,3,1,1,0,1,0,4,0,0,4,3,4,2,0
0,87,3.11,4,1,1,0,8,1,0,2,3,4,1,0,0,1
10,61,2.81,6,0,3,0,6,1,2,10,1,2,3,3,4,1
7,19,3.06,5,1,0,1,8,0,4,4,10,4,8,1,4,1
14,80,2.38,8,2,1,0,4,0,3,3,2,3,3,4,3,1
4,6,2.77,1,0,0,1,4,1,0,2,1,4,4,3,0,0
9,70,3.93,2,0,4,0,2,0,1,10,3,0,1,3,1,0
11,85,3.715492610256648,7,1,4,0,2,1,4,4,0,2,1,4,0,0
14,48,2.74,9,0,2,1,6,1,0,3,1,2,3,3,0,1
12,23,3.36,6,0,1,0,1,1,2,2,3,4,1,4,2,0
3,46,3.43,8,2,2,1,2,0,0,7,3,3,2,1,3,0
5,0,3.61,0,0,3,1,5,1,10,1,1,2,3,2,2,1
0,53,2.15,8,0,1,1,3,1,4,0,4,0,0,0,1,0
7,21,3.67,3,0,4,0,4,0,2,4,9,3,10,3,4,1
8,39,2.15,9,2,0,0,9,0,3,4,2,0,10,0,3,0
1,47,2.57,0,1,3,1,6,0,3,4,1,2,2,4,2,0
2,89,2.63,9,1,4,0,3,1,0,1,3,4,1,2,3,1
7,19,3.4,2,0,3,0,1,0,0,0,10,4,7,2,2,1
9,54,3.51,9,2,2,1,4,0,2,7,4,4,2,0,0,0
3,46,3.82,8,0,0,1,1,1,2,10,3,2,1,1,4,1
1,12,2.4,7,2,3,0,4,1,1,0,2,1,3,3,0,0
13,13,2.79,4,1,2,0,5,1,4,2,2,3,0,0,1,0
1,47,2.72,2,2,4,1,4,1,0,0,1,4,0,3,3,1
2,14,2.93,5,0,1,1,8,1,2,3,2,1,4,0,0,0
4,6,3.75,8,1,3,1,6,1,1,3,1,3,4,3,0,0
9,52,3.68,0,1,0,0,6,1,3,9,0,2,2,4,0,1
6,35,3.9,4,0,3,1,7,0,2,1,3,0,1,4,0,0
11,73,3.797994421091741,8,2,1,1,3,0,4,1,0,0,1,3,2,0
4,20,3.72,6,2,2,1,7,1,0,0,2,4,0,0,1,1
2,34,3.33,7,1,4,0,7,0,1,4,4,0,2,1,4,0
7,41,2.41,3,0,0,1,5,0,1,1,10,4,7,4,4,1
6,75,3.45,6,0,2,1,0,1,3,3,1,3,3,1,1,0
2,14,3.37,3,2,0,1,2,0,1,2,2,1,4,3,2,0
8,78,2.41,6,1,3,1,4,0,1,4,0,3,10,1,4,0
0,8,2.7,7,2,4,1,3,1,1,2,4,3,0,0,2,0
12,66,3.35,5,0,4,1,5,0,3,4,3,3,3,4,1,0
8,40,2.2,3,0,0,1,9,1,2,0,0,1,8,3,4,1
7,2,2.41,8,1,0,1,0,0,2,1,10,1,8,3,2,0
7,41,3.23,4,2,3,1,3,1,1,3,9,2,9,3,4,1
9,52,2.86,5,2,2,1,9,0,4,7,0,2,0,4,2,1
2,14,2.81,8,2,1,1,5,1,3,1,2,2,4,1,3,0
3,37,3.85,8,2,3,0,9,0,2,9,2,4,4,4,0,0
2,34,2.09,5,1,3,1,6,0,3,0,4,3,0,0,2,0
13,13,3.91,5,2,1,1,6,0,1,4,1,3,3,0,2,0
3,46,3.05,4,0,4,0,7,0,0,10,4,3,4,0,0,1
7,36,2.8,6,1,2,0,8,1,2,0,9,3,8,1,1,0
8,39,3.59,1,1,1,0,5,1,1,4,1,2,8,1,0,0
13,67,3.86,2,2,0,0,0,1,1,4,1,0,3,3,1,1
10,4,3.87,8,0,4,1,1,0,3,9,3,1,4,4,3,1
0,9,3.7,1,2,3,0,5,1,4,0,1,1,3,0,1,1
2,34,2.04,2,1,4,1,7,1,4,4,3,2,1,3,1,0
1,45,2.34,0,2,3,0,9,1,2,0,4,4,1,1,4,0
10,81,2.2,2,0,0,0,7,0,3,7,2,1,1,3,3,1
5,43,3.13,2,0,2,1,3,1,8,2,1,2,4,0,3,1
4,49,3.28,0,2,2,0,0,0,3,2,2,0,1,3,2,1
13,74,3.53,1,0,1,1,7,1,2,1,1,0,3,2,4,0
6,35,3.49,7,1,0,1,5,0,0,0,4,1,3,1,0,0
2,89,3.24,1,1,4,0,2,0,2,3,1,2,0,1,4,0
12,66,3.09,6,1,1,1,3,1,3,1,4,0,4,3,0,1
10,59,3.74,7,2,1,0,2,1,3,7,3,4,1,2,3,0
5,82,3.03,0,2,3,1,9,0,7,2,1,1,1,3,2,0
9,55,2.88,9,1,1,0,3,1,4,9,4,3,1,0,1,1
2,89,4.0,3,0,3,1,6,0,0,1,4,3,4,3,3,0
14,22,3.51,4,1,2,0,8,1,4,3,1,3,0,0,4,1
10,60,2.88,4,1,2,1,2,1,2,7,0,3,4,4,3,1
6,84,3.11,4,0,4,0,7,0,0,2,3,2,2,0,1,0
2,17,3.91,4,0,4,0,0,1,0,1,2,3,4,0,0,0
9,55,2.1,9,0,4,0,1,1,3,7,1,3,0,2,1,0
3,58,3.91,6,2,3,1,3,0,3,7,2,0,2,3,0,0
13,13,2.69,8,0,4,0,8,1,0,2,0,0,2,4,1,1
11,31,3.880950906302435,0,2,4,1,4,1,3,1,4,2,1,1,2,1
11,68,3.919274607451414,3,0,0,0,4,0,4,0,4,4,0,2,1,0
11,68,3.651166624675747,2,0,1,0,7,1,3,2,4,1,2,2,1,1
14,80,2.39,3,1,4,0,6,0,0,1,4,0,1,3,2,1
14,76,2.48,6,1,3,0,5,0,2,3,2,3,3,1,1,0
2,17,2.92,0,0,1,1,0,0,2,2,1,4,1,3,4,1
8,38,3.59,4,0,0,1,5,0,4,0,2,0,9,3,0,0
4,49,2.23,3,0,1,1,9,1,1,0,4,1,2,3,4,1
3,58,2.17,8,2,0,1,5,0,0,10,1,2,2,4,1,0
3,46,2.26,9,1,1,1,6,0,3,9,4,1,2,1,0,0
8,3,2.96,6,2,4,1,7,0,2,2,3,2,9,0,3,0
6,86,2.55,1,2,3,0,7,1,1,1,1,2,4,1,2,1
1,47,3.98,9,2,5,0,4,1,2,4,1,3,2,4,3,1
7,41,3.06,0,1,1,0,4,0,4,3,9,1,7,1,4,1
1,7,3.45,3,1,5,1,8,1,4,3,3,3,3,0,3,0
3,37,2.6,5,2,0,1,2,0,1,9,0,0,4,2,4,0
9,70,3.34,5,2,2,0,5,0,0,9,4,4,3,2,4,0
4,72,3.95,5,2,2,0,3,0,1,0,4,4,0,1,4,1
0,8,3.94,1,2,0,0,6,1,0,4,2,2,4,3,1,1
1,12,2.79,9,2,4,1,8,1,0,3,4,3,4,3,2,0
11,73,3.784688680591141,9,1,0,0,7,0,3,3,1,4,3,3,3,1
1,45,3.86,9,1,5,0,6,1,4,0,4,3,1,1,3,0
2,17,2.58,6,0,2,1,4,1,2,2,3,0,4,2,3,0
8,27,3.23,7,2,4,1,4,1,2,0,4,2,7,2,4,0
1,47,3.32,3,1,3,1,1,0,1,3,4,0,2,1,1,1
5,82,2.31,7,1,3,1,6,0,7,3,2,1,2,0,0,0
10,59,2.97,6,2,1,1,7,0,0,8,4,2,0,1,3,0
14,80,3.38,5,0,1,0,9,0,2,3,2,4,0,2,4,0
1,12,3.76,2,1,3,0,8,0,1,4,2,3,4,1,4,0
3,37,2.99,9,1,3,0,5,1,1,9,3,4,3,3,4,0
10,61,3.19,9,0,4,1,9,0,4,7,0,0,4,2,1,1
11,71,3.518990781644926,4,2,0,0,3,0,4,3,2,4,4,1,3,1
14,65,2.11,5,2,2,0,9,0,3,4,3,0,0,0,1,1
9,52,3.05,0,1,2,1,6,0,3,9,1,2,0,2,2,0
3,25,2.8,1,2,1,0,2,0,4,7,0,4,0,3,0,1
4,20,2.3,4,1,1,1,4,0,1,1,3,3,4,2,0,1
3,25,2.11,6,2,4,0,5,1,1,10,3,2,3,1,0,1
2,15,2.42,8,1,0,1,4,1,4,4,3,3,4,4,0,1
10,61,3.9,3,1,0,0,0,1,1,8,0,1,3,1,2,0
7,19,2.02,4,2,2,0,5,0,3,4,7,0,8,0,2,0
12,23,3.63,7,1,0,0,6,0,2,4,3,4,3,3,4,0
11,33,3.9904936890813434,2,1,0,0,4,0,1,3,2,1,4,2,0,0
5,88,2.32,4,1,3,1,7,0,10,2,3,2,2,2,2,1
1,45,3.3,1,1,4,1,3,1,4,0,3,0,0,1,3,1
3,46,2.44,4,0,0,0,3,0,0,7,0,0,4,4,3,1
10,61,3.11,3,2,0,0,1,1,3,10,1,0,0,4,3,1
1,12,3.68,2,2,5,1,6,1,3,3,3,2,3,3,0,0
13,77,3.65,3,0,1,0,3,0,3,3,4,4,1,4,3,1
4,20,3.66,8,2,2,0,6,1,1,3,1,0,0,4,0,0
1,12,2.14,7,0,4,0,9,0,3,2,4,1,4,0,2,0
6,86,3.94,6,1,0,1,1,0,1,1,2,2,4,3,3,1
6,35,3.51,0,1,0,1,2,0,3,0,4,4,3,2,4,1
5,43,3.09,9,2,3,1,2,0,8,0,1,2,2,0,1,1
2,44,3.35,1,2,4,0,7,0,1,3,0,0,3,1,3,1
7,62,2.14,9,0,4,0,8,0,0,0,9,0,10,3,3,0
1,47,2.56,9,1,5,0,7,1,3,0,1,2,2,0,4,0
10,4,2.2,9,0,4,1,4,1,0,9,3,1,0,0,2,1
14,79,2.29,5,1,2,1,2,1,2,1,2,0,3,1,0,0
9,70,3.82,7,2,3,0,3,0,2,7,4,2,4,1,2,1
6,86,3.89,1,2,4,1,3,0,1,2,4,3,0,2,3,1
12,24,3.6,5,1,4,0,8,0,3,3,1,1,1,4,4,1
11,85,3.946545102597708,8,0,1,1,9,0,2,0,4,3,2,4,4,1
1,12,2.43,9,2,5,0,2,0,0,1,1,3,1,3,1,1
1,12,3.66,5,0,5,1,3,0,4,2,4,1,4,3,3,1
6,28,3.83,2,0,2,1,8,0,2,3,0,3,0,3,2,0
5,43,2.28,3,0,0,0,4,1,9,2,3,0,0,0,1,1
0,9,3.14,8,2,2,0,0,1,0,3,3,2,1,3,1,0
7,16,2.09,1,2,1,0,5,1,1,4,10,0,9,1,0,0
8,39,2.76,0,2,4,0,2,0,3,4,4,2,10,4,4,1
7,5,2.04,7,0,4,1,1,0,1,4,8,4,7,1,0,1
8,51,3.33,4,0,1,1,9,1,1,1,0,2,9,0,1,1
7,5,2.95,2,1,2,0,6,1,0,1,8,0,8,0,3,1
2,34,2.36,6,2,2,1,5,0,2,1,1,1,1,4,4,1
7,2,3.48,8,2,0,1,2,0,3,3,10,0,10,4,4,0
5,29,2.31,7,2,0,1,7,0,7,0,0,2,1,2,0,0
3,25,3.44,5,0,4,0,8,1,4,9,2,2,1,2,2,0
3,25,3.17,3,1,1,0,7,0,0,8,1,0,0,3,3,0
3,58,3.48,6,2,0,1,2,0,2,8,3,3,4,0,0,1
9,52,3.22,0,2,3,1,9,0,3,9,0,3,2,1,0,1
0,87,2.56,1,0,4,1,0,0,0,3,0,1,4,0,0,1
12,64,2.63,5,1,0,1,1,1,1,3,0,4,1,1,3,0
11,73,3.50715763883353,6,1,3,0,0,1,4,1,1,0,1,0,1,0
6,86,2.1,8,1,0,1,6,0,3,1,3,2,3,3,1,1
0,53,2.87,2,0,0,0,4,1,4,2,3,4,3,2,1,1
7,21,2.29,3,0,3,1,2,1,4,0,7,2,7,0,4,0
8,27,3.89,6,0,3,0,3,1,0,0,1,4,7,4,0,0
13,74,3.37,7,2,1,0,0,0,3,2,2,4,1,3,1,0
0,9,3.06,1,0,0,0,0,1,2,0,2,3,3,0,3,1
3,25,2.94,1,2,4,0,2,0,4,10,3,3,0,0,0,0
14,79,3.0,2,0,2,1,0,1,3,1,3,3,4,2,3,1
8,27,3.37,5,1,2,0,1,0,2,3,1,1,7,2,0,0
13,77,3.69,7,0,3,0,2,0,2,3,3,4,2,4,2,0
6,35,2.15,7,0,3,1,5,1,4,2,1,2,0,4,0,1
8,39,3.31,8,1,1,0,6,0,4,2,0,3,9,3,4,0
5,82,3.83,2,1,2,0,3,0,8,0,2,0,1,0,1,1
14,22,3.9,0,0,4,0,4,1,4,1,2,4,3,2,1,1
0,50,3.76,6,1,0,0,2,1,3,4,4,4,4,3,4,0
8,51,2.18,3,2,3,0,1,1,4,2,3,4,10,0,2,1
9,52,3.14,4,2,1,0,2,1,4,8,1,1,2,2,0,0
9,70,2.37,1,0,0,1,4,1,1,7,3,0,1,3,2,1
10,4,2.46,8,1,3,0,1,1,1,10,3,1,1,4,0,1
8,39,2.65,0,1,2,0,0,1,0,4,0,4,7,1,2,0
11,31,3.5504705999887607,6,0,3,1,8,0,0,4,0,0,1,2,4,1
6,75,3.91,8,1,2,0,4,0,3,0,2,1,0,0,4,1
13,77,2.5,6,1,2,1,7,0,3,0,1,1,4,3,1,1
6,86,2.89,9,2,2,1,8,1,4,4,0,2,2,4,1,1
3,46,2.95,3,0,4,0,7,0,0,8,4,2,4,1,3,0
1,45,2.42,1,1,4,0,7,1,1,2,1,2,4,3,0,0
0,53,2.75,6,2,2,1,6,1,2,0,0,1,1,4,2,1
10,81,2.96,9,0,0,1,8,1,4,8,3,2,3,4,4,1
13,13,2.74,2,0,2,1,0,1,2,4,3,0,0,0,4,1
3,58,3.64,2,0,3,1,8,1,3,10,4,0,1,1,0,0
7,16,3.31,9,1,4,1,3,1,4,2,10,2,9,4,0,1
11,33,3.640502249454357,1,2,0,0,2,1,3,4,1,1,0,1,2,1
4,6,2.62,4,2,0,0,2,1,3,1,1,2,2,2,4,0
7,5,3.81,4,0,3,1,2,1,2,1,9,0,7,3,2,1
4,72,2.25,5,2,1,1,4,1,2,3,0,0,0,1,2,1
10,32,2.7,7,1,2,1,3,1,3,7,3,0,3,2,0,1
1,10,3.5,5,2,3,1,7,1,0,2,4,1,3,3,4,1
3,37,2.65,0,1,4,0,9,1,2,7,2,2,0,1,3,0
10,4,3.24,5,2,3,0,2,1,0,7,0,3,4,3,2,1
1,12,2.04,4,0,3,0,3,1,3,3,1,4,3,1,2,0
13,67,3.86,9,2,0,0,3,1,3,4,2,0,2,3,2,0
3,58,2.45,4,0,0,0,3,0,0,7,1,1,0,0,4,0
10,61,2.61,0,1,4,1,9,0,2,9,1,1,4,1,0,1
8,1,3.45,7,1,0,0,0,1,0,4,0,0,9,2,0,0
5,0,3.13,4,1,4,1,9,0,8,4,3,3,2,3,1,0
14,22,3.71,7,0,4,1,9,1,3,3,4,2,2,4,4,1
10,61,2.42,1,0,1,0,8,0,3,10,0,3,3,2,2,1
12,66,2.77,6,2,1,1,1,0,0,1,3,0,4,4,1,1
14,26,3.27,8,0,3,1,7,0,2,4,2,2,0,0,2,1
8,3,3.37,3,2,4,0,3,1,3,2,1,3,8,4,0,1
8,3,2.93,4,2,3,1,0,1,1,1,3,4,7,1,0,1
12,66,3.79,9,1,2,0,1,0,2,3,1,0,2,1,0,1
8,51,3.58,6,1,2,1,5,0,2,0,4,0,9,2,3,0
6,75,2.11,9,0,0,1,9,1,1,0,3,2,0,2,1,1
4,49,2.47,7,1,2,0,7,0,3,4,3,2,2,2,0,1
13,67,2.69,3,1,4,1,5,1,3,2,0,4,0,4,3,1
7,16,3.35,6,1,1,1,3,0,0,4,8,4,8,0,2,0
8,39,2.26,5,1,3,1,9,1,4,4,2,0,10,1,1,1
0,87,3.06,4,1,4,1,3,0,4,2,1,0,3,0,4,0
4,6,2.05,8,0,4,1,6,0,3,0,4,1,2,4,4,1
11,85,3.8743226170631,2,2,4,1,2,0,4,4,1,4,4,2,0,0
0,8,3.54,3,1,2,0,7,0,0,0,2,3,1,1,4,0
8,27,2.66,0,2,2,0,7,1,1,3,1,0,7,2,2,1
14,26,3.61,5,0,4,0,4,0,4,1,4,3,1,0,2,0
5,0,3.07,4,1,0,1,1,1,8,3,2,4,0,1,1,0
2,15,3.84,6,1,0,1,1,0,3,4,4,2,0,1,2,1
5,29,3.47,3,2,2,1,0,1,10,3,3,0,1,2,4,0
1,10,3.49,1,1,4,1,4,1,3,0,0,1,2,3,2,1
2,17,3.25,0,2,3,0,4,0,1,1,3,0,1,0,4,1
12,66,2.71,5,0,1,1,6,1,1,4,1,2,2,2,2,1
14,79,2.65,6,1,1,0,0,0,1,3,0,1,2,1,3,0
9,54,2.51,2,0,3,1,4,0,3,9,4,2,0,0,3,1
6,35,2.52,1,2,4,1,2,1,0,3,1,1,1,1,3,0
4,20,3.37,4,1,1,0,6,0,4,2,1,0,1,3,2,1
11,68,3.933273990874544,9,0,4,0,0,0,3,0,4,1,4,1,2,0
8,3,2.76,8,1,4,0,6,1,4,3,1,4,10,4,3,0
12,64,3.72,7,2,1,0,7,1,2,0,4,2,2,2,3,1
4,72,3.64,3,1,0,0,6,1,3,0,1,2,1,0,2,1
0,50,3.82,0,2,0,1,2,0,4,3,1,0,0,1,1,0
14,76,2.26,4,1,4,1,8,0,2,3,2,4,1,1,2,1
14,65,3.85,7,1,3,1,0,1,4,3,1,3,1,4,4,1
7,41,3.77,6,0,4,1,5,0,1,1,10,3,10,2,2,0
1,12,2.7,8,2,3,1,8,0,0,3,3,1,4,1,4,1
8,1,3.85,0,1,2,0,3,0,4,1,2,4,8,0,2,1
11,33,3.782314525498632,3,0,0,1,7,0,2,2,1,1,0,1,4,0
7,19,2.44,3,0,2,1,1,1,0,4,7,2,9,1,3,1
14,48,3.86,1,1,2,0,0,0,1,2,3,0,0,2,3,0
6,75,3.98,4,1,1,0,0,1,0,2,4,0,2,0,4,0
10,32,3.78,3,2,4,1,6,0,1,9,1,2,3,3,2,0
4,72,3.44,2,0,0,0,5,0,3,3,0,4,4,1,3,1
4,72,2.37,5,2,0,0,2,1,1,4,1,0,0,3,3,1
14,11,3.57,5,1,4,0,8,1,2,2,3,4,2,2,1,0
10,60,3.87,2,0,3,0,6,1,0,10,0,4,1,4,4,1
6,84,3.58,7,2,0,1,2,1,4,4,1,3,3,3,3,0
13,67,2.59,1,0,0,1,3,0,3,4,2,3,3,4,3,0
11,85,3.8380541157072057,8,2,3,1,0,1,2,3,4,1,0,4,1,0
6,86,3.34,9,0,1,0,8,1,1,0,3,0,0,2,0,1
11,73,3.634484015797693,8,0,4,1,5,1,2,3,2,3,3,2,0,1
5,88,3.48,5,0,2,1,2,0,9,0,3,4,1,3,1,1
1,12,3.03,1,1,3,0,1,0,1,3,3,0,0,0,4,1
2,63,3.14,4,0,2,0,7,0,2,0,3,3,3,2,0,1
11,85,3.680025232950489,7,1,0,1,3,0,0,4,0,4,2,3,3,1
12,66,3.44,5,2,0,1,5,1,1,2,2,1,2,4,4,0
8,51,2.39,9,0,4,1,5,1,3,2,2,0,9,2,2,0
5,29,2.89,0,0,2,1,8,0,10,1,3,4,0,4,4,0
10,61,3.81,4,2,0,1,9,0,2,9,1,0,1,1,2,0
14,79,2.2,9,0,2,1,7,1,4,1,3,4,4,3,1,1
12,66,2.98,5,1,2,0,7,0,0,3,4,0,1,3,3,0
8,40,2.35,1,2,2,1,8,1,0,2,3,1,8,1,1,1
1,7,3.47,2,2,3,0,5,1,2,1,0,0,1,0,3,1
10,59,3.65,1,0,2,1,5,0,3,9,1,0,2,2,1,0
8,39,2.38,9,1,3,1,7,0,0,2,1,0,10,2,4,0
2,15,3.48,1,2,0,1,5,1,2,2,0,3,2,4,4,1
5,82,3.74,9,0,3,0,4,1,8,2,1,2,2,2,0,0
